id,question,multiSelect,optionA,optionB,optionC,optionD,optionE,optionF,correctAnswers,times,domain
8171,"Your company enrolled in the Business Support plan and, through the course of three months, consumed $33,000 of AWS services (the consumption was equally divided across the months). How much will the support plan cost the company for the full three months?",False,"$4,000",$100,"$1,100","$2,310",,,D,1,"Billing, Pricing, and Support"
8172,Which of the following AWS support services does not offer free documentation of some sort?,False,AWS Professional Services,The Basic Support plan,AWS Partner Network,The Knowledge Center,,,A,1,"Billing, Pricing, and Support"
8173,What is the key difference between the roles of AWS Professional Services and a technical account manager (TAM)?,False,The Professional Services product helps AWS Partner Network cloud professionals work alongside your own team to help you administrate your cloud infrastructure. The TAM is a cloud professional employed by AWS to guide you through the planning and execution of your infrastructure.,The TAM is a cloud professional employed by AWS to guide you through the planning and execution of your infrastructure. The Professional Services product provides cloud professionals to work alongside your own team to help you administrate your cloud infrastructure.,The TAM is a member of your team designated as the point person for all AWS projects. The Professional Services product provides consultants to work alongside your own team to help you administrate your cloud infrastructure.,The Professional Services product is a network appliance that AWS installs in your data center to test cloud-bound workloads for compliance with best practices. The TAM is a cloud professional employed by AWS to guide you through the planning and execution of your infrastructure.,,,B,1,"Billing, Pricing, and Support"
8174,"AWS documentation is available in a number of formats, including which of the following? (Select TWO.)",True,Microsoft Word (DOC),Kindle,HTML,DocBook,,,"B,C",1,Cloud Technology and Services
8175,Which of the following documentation sites are most likely to contain code snippets for you to cut and (after making sure you understand exactly what they’ll do) paste into your AWS operations? (Select TWO.),True,https://aws.amazon.com/premiumsupport/knowledge-center,https://aws.amazon.com/premiumsupport/compare-plans,https://docs.aws.amazon.com,https://aws.amazon.com/professional-services,,,"A,C",1,Cloud Technology and Services
8176,What is the primary function of the content linked from the Knowledge Center?,False,To introduce new users to the functionality of the core AWS services,To explain how AWS deployments can be more efficient and secure than on-premises,To provide a public forum where AWS users can ask their technical questions,To present solutions to commonly encountered technical problems using AWS infrastructure,,,D,1,Cloud Technology and Services
8177,On which of the following sites are you most likely to find information about encrypting your AWS resources?,False,https://aws.amazon.com/premiumsupport/knowledge-center,https://aws.amazon.com/security/security-resources,https://docs.aws.amazon.com,https://aws.amazon.com/security/encryption,,,D,1,Security and Compliance
8178,"When using AWS documentation pages, what is the best way to be sure the information you’re reading is up-to-date?",False,The page URL will include the word latest.,"The page URL will include the version number (i.e., 3.2).",The page will have the word Current at the top right.,There is no easy way to tell.,,,A,1,Cloud Technology and Services
8179,Which of the following is not a Trusted Advisor category?,False,Performance,Service Limits,Replication,Fault Tolerance,,,C,1,Cloud Technology and Services
8180,“Data volumes that aren’t properly backed up” is an example of which of these Trusted Advisor categories?,False,Fault Tolerance,Performance,Security,Cost Optimization,,,A,1,Cloud Technology and Services
8181,Instances that are running (mostly) idle should be identified by which of these Trusted Advisor categories?,False,Performance,Cost Optimization,Service Limits,Replication,,,B,1,Cloud Technology and Services
8182,"Within the context of Trusted Advisor, what is a false positive?",False,An alert for a service state that was actually intentional,A green OK icon for a service state that is failed or failing,A single status icon indicating that your account is completely compliant,Textual indication of a failed state,,,A,1,Cloud Technology and Services
8183,Which of the following Trusted Advisor alerts is available only for accounts on the Business or Enterprise Support plan? (Select TWO.),True,MFA on Root Account,Load Balancer Optimization,Service Limits,IAM Access Key Rotation,,,"B,D",1,"Billing, Pricing, and Support"
8184,Which of the following designations would refer to the AWS US West (Oregon) region?,False,us-east-1,us-west-2,us-west-2a,us-west-2b,,,B,1,Cloud Technology and Services
8185,Which of the following is an AWS Region for which customer access is restricted?,False,AWS Admin,US-DOD,Asia Pacific (Tokyo),AWS GovCloud,,,D,1,Cloud Technology and Services
8186,"When you request a new virtual machine instance in EC2, your instance will automatically launch into the currently selected value of which of the following?",False,Service,Subnet,Availability Zone,Region,,,C,1,Cloud Technology and Services
8187,Which of the following are not globally based AWS services? (Select TWO.),True,RDS,Route 53,EC2,CloudFront,,,"A,C",1,Cloud Technology and Services
8188,Which of the following would be a valid endpoint your developers could use to access a particular Relational Database Service instance you’re running in the Northern Virginia region?,False,us-east-1.amazonaws.com.rds,ecs.eu-west-3.amazonaws.com,rds.us-east-1.amazonaws.com,rds.amazonaws.com.us-east-1,,,C,1,Cloud Technology and Services
8189,What are the most significant architectural benefits of the way AWS designed its regions? (Select TWO.),True,It can make infrastructure more fault tolerant.,It can make applications available to end users with lower latency.,It can make applications more compliant with local regulations.,It can bring down the price of running.,,,"A,B",1,Cloud Technology and Services
8190,Why is it that most AWS resources are tied to a single region?,False,"Because those resources are run on a physical device, and that device must live somewhere",Because security considerations are best served by restricting access to a single physical location,Because access to any one digital resource must always occur through a single physical gateway,Because spreading them too far afield would introduce latency issues,,,A,1,Cloud Technology and Services
8191,You want to improve the resilience of your EC2 web server. Which of the following is the most effective and efficient approach?,False,"Launch parallel, load-balanced instances in multiple AWS Regions.","Launch parallel, load-balanced instances in multiple Availability Zones within a single AWS Region.","Launch parallel, autoscaled instances in multiple AWS Regions.","Launch parallel, autoscaled instances in multiple Availability Zones within a single AWS Region.",,,B,1,Cloud Technology and Services
8192,Which of the following is the most accurate description of an AWS Availability Zone?,False,One or more independently powered data centers running a wide range of hardware host types,One or more independently powered data centers running a uniform hardware host type,All the data centers located within a broad geographic area,The infrastructure running within a single physical data center,,,A,1,Cloud Technology and Services
8193,Which of the following most accurately describes a subnet within the AWS ecosystem?,False,The virtual limits imposed on the network access permitted to a resource instance,The block of IP addresses assigned for use within a single region,The block of IP addresses assigned for use within a single Availability Zone,The networking hardware used within a single Availability Zone,,,C,1,Cloud Technology and Services
8194,What determines the order by which subnets/AZ options are displayed in EC2 configura-tion dialogs?,False,Alphabetical order,They (appear) to be displayed in random order.,Numerical order,"By order of capacity, with largest capacity first",,,A,1,Cloud Technology and Services
8195,What is the primary goal of autoscaling?,False,To ensure the long-term reliability of a particular physical resource,To ensure the long-term reliability of a particular virtual resource,To orchestrate the use of multiple parallel resources to direct incoming user requests,To ensure that a predefined service level is maintained regardless of external demand or instance failures,,,D,1,Cloud Technology and Services
8196,Which of the following design strategies is most effective for maintaining the reliability of a cloud application?,False,Resource isolation,Resource automation,Resource redundancy,Resource geolocation,,,C,1,Cloud Technology and Services
8197,Which of the following AWS services are not likely to benefit from Amazon edge locations? (Select TWO.),True,RDS,EC2 load balancers,Elastic Block Store (EBS),CloudFront,,,"A,C",1,Cloud Technology and Services
8198,Which of the following is the primary benefit of using CloudFront distributions?,False,Automated protection from mass email campaigns,Greater availability through redundancy,Greater security through data encryption,Reduced latency access to your content no matter where your end users live,,,D,1,Security and Compliance
8199,What is the main purpose of Amazon Route 53?,False,Countering the threat of distributed denial-of-service (DDoS) attacks,Managing domain name registration and traffic routing,Protecting web applications from web-based threats,Using the serverless power of Lambda to customize CloudFront behavior,,,B,1,Security and Compliance
8200,"According to the AWS Shared Responsibility Model, which of the following are responsi-bilities of AWS? (Select TWO.)",True,The security of the cloud,Patching underlying virtualization software running in AWS data centers,Security of what’s in the cloud,Patching OSs running on EC2 instances,,,"A,B",1,Security and Compliance
8201,"According to the AWS Shared Responsibility Model, what’s the best way to define the sta-tus of the software driving an AWS managed service?",False,Everything associated with an AWS managed service is the responsibility of AWS.,Whatever is added by the customer (like application code) is the customer’s responsibility.,Whatever the customer can control (application code and/or configuration settings) is the customer’s responsibility.,Everything associated with an AWS managed service is the responsibility of the customer.,,,C,1,Security and Compliance
8202,Which of the following is one of the first places you should look when troubleshooting a failing application?,False,AWS Acceptable Use Monitor,Service Status Dashboard,AWS Billing Dashboard,Service Health Dashboard,,,D,1,"Billing, Pricing, and Support"
8203,Where will you find information on the limits AWS imposes on the ways you can use your account resources?,False,AWS User Agreement Policy,AWS Acceptable Use Policy,AWS Acceptable Use Monitor,AWS Acceptable Use Dashboard,,,B,1,Cloud Technology and Services
8204,What is the primary function of the AWS IAM service?,False,Identity and access management,Access key management,SSH key pair management,Federated access management,,,A,1,Security and Compliance
8205,Which of the following are requirements you can include in an IAM password policy? (Select THREE.),True,Require at least one uppercase letter.,Require at least one number.,Require at least one space or null character.,Require at least one nonalphanumeric character.,,,"A,B,D",1,Security and Compliance
8206,Which of the following should you do to secure your AWS root user? (Select TWO.),True,Assign the root user to the “admins” IAM group.,Use the root user for day-to-day administration tasks.,Enable MFA.,Create a strong password.,,,"C,D",1,Security and Compliance
8207,How does multi-factor authentication work?,False,"Instead of an access password, users authenticate via a physical MFA device.","In addition to an access password, users also authenticate via a physical MFA device.",Users authenticate using tokens sent to at least two MFA devices.,Users authenticate using a password and also either a physical or virtual MFA device.,,,D,1,Security and Compliance
8208,Which of the following SSH commands will successfully connect to an EC2 Amazon Linux instance with an IP address of 54.7.35.103 using a key named mykey.pem?,False,"echo ""mykey.pem ubuntu@54.7.35.103"" | ssh -i",ssh -i mykey.pem ec2-user@54.7.35.103,ssh -i mykey.pem@54.7.35.103,ssh ec2-user@mykey.pem:54.7.35.103 -i,,,B,1,Cloud Technology and Services
8209,What’s the most efficient method for managing permissions for multiple IAM users?,False,Assign users requiring similar permissions to IAM roles.,Assign users requiring similar permissions to IAM groups.,Assign IAM users permissions common to others with similar administration responsibilities.,"Create roles based on IAM policies, and assign them to IAM users.",,,B,1,Security and Compliance
8210,What is an IAM role?,False,A set of permissions allowing access to specified AWS resources,A set of IAM users given permission to access specified AWS resources,Permissions granted a trusted entity over specified AWS resources,Permissions granted an IAM user over specified AWS resources,,,C,1,Security and Compliance
8211,How can federated identities be incorporated into AWS workflows? (Select TWO.),True,You can provide users authenticated through a third-party identity provider access to backend resources used by your mobile app.,You can use identities to guide your infrastructure design decisions.,You can use authenticated identities to import external data (like email records from Gmail) into AWS databases.,You can provide admins authenticated through AWS Microsoft AD with access to a Microsoft SharePoint farm running on AWS.,,,"A,D",1,Cloud Technology and Services
8212,Which of the following are valid third-party federated identity standards? (Select TWO.),True,Secure Shell,SSO,SAML 2.0,Active Directory,,,"B,C",1,Security and Compliance
8213,What information does the IAM credential report provide?,False,A record of API requests against your account resources,A record of failed password account login attempts,The current state of your account security settings,The current state of security of your IAM users’ access credentials,,,D,1,Security and Compliance
8214,What text format does the credential report use?,False,JSON,CSV,ASCII,XML,,,B,1,Cloud Technology and Services
8215,Which of the following IAM policies is the best choice for the admin user you create in order to replace the root user for day-to-day administration tasks?,False,AdministratorAccess,AmazonS3FullAccess,AmazonEC2FullAccess,AdminAccess,,,A,1,Security and Compliance
8216,What will you need to provide for a new IAM user you’re creating who will use “program-matic access” to AWS resources?,False,A password,A password and MFA,An access key ID,An access key ID and secret access key,,,D,1,Security and Compliance
8217,What will IAM users with AWS Management Console access need to successfully log in?,False,"Their username, account_number, and a password",Their username and password,Their account number and secret access key,"Their username, password, and secret access key",,,A,1,Security and Compliance
8218,Which of the following will encrypt your data while in transit between your office and Amazon S3?,False,DynamoDB,SSE-S3,A client-side master key,SSE-KMS,,,C,1,Security and Compliance
8219,Which of the following AWS resources cannot be encrypted using KMS?,False,Existing AWS Elastic Block Store volumes,RDS databases,S3 buckets,DynamoDB databases,,,A,1,Security and Compliance
8220,What does KMS use to encrypt objects stored on your AWS account?,False,SSH master key,KMS master key,Client-side master key,Customer master key,,,D,1,Security and Compliance
8221,Which of the following standards governs AWS-based applications processing credit card transactions?,False,SSE-KMS,FedRAMP,PCI DSS,ARPA,,,C,1,Security and Compliance
8222,What is the purpose of the Service Organization Controls (SOC) reports found on AWS Artifact?,False,They can be used to help you design secure and reliable credit card transaction applications.,They attest to AWS infrastructure compliance with data accountability standards like Sarbanes–Oxley.,"They guarantee that all AWS-based applications are, by default, compliant with Sarbanes–Oxley standards.","They’re an official, ongoing risk-assessment profiler for AWS-based deployments.",,,B,1,Security and Compliance
8223,What role can the documents provided by AWS Artifact play in your application planning? (Select TWO.),True,They can help you confirm that your deployment infrastructure is compliant with regulatory standards.,They can provide insight into various regulatory and industry standards that represent best practices.,They can provide insight into the networking and storage design patterns your AWS applications use.,They represent AWS infrastructure design policy.,,,"A,B",1,Security and Compliance
8224,Which of the following credentials can you use to log into the AWS Management Console?,False,Access key ID,Account alias,Account ID,Identity and Access Management (IAM) username,,,D,1,Security and Compliance
8225,How long will your session with the AWS Management Console remain active?,False,6 hours,12 hours,8 hours,24 hours,,,B,1,Cloud Technology and Services
8226,"While looking at the EC2 service console in the AWS Management Console while logged in as the root user, you notice all of your instances are missing. What could be the reason?",False,You’ve selected the wrong region in the navigation bar.,You don’t have view access.,You’ve selected the wrong Availability Zone in the navigation bar.,You don’t have an access key.,,,A,1,Security and Compliance
8227,Which of the following is true regarding a resource tag?,False,It must be unique within an account.,It’s case insensitive.,It must have a key.,It must have a value.,,,C,1,Cloud Technology and Services
8228,Which of the following is required to use the AWS Command Line Interface (CLI)?,False,A secret key,An IAM user,Outbound network access to TCP port 80,Linux,,,B,1,Security and Compliance
8229,Which of the following are options for installing the AWS CLI on Windows 10? (Select TWO.),True,The MSI installer,An AWS software development kit (SDK),The Yum or Aptitude package manager,Using Python and pip,,,"A,D",1,Cloud Technology and Services
8230,"After installing the AWS Command Line Interface, what should you do before using it to securely manage your AWS resources?",False,Issue the aws --version command.,Issue the aws configure command.,Reboot.,Generate a new access key ID and secret access key for the root user.,,,B,1,Security and Compliance
8231,Which output format does the AWS CLI support?,True,Tab-separated values (TSV),Comma-separated values (CSV),JavaScript object notation (JSON),None of these,,,"B,C",1,Cloud Technology and Services
8232,Which of the following programming languages are AWS software development kits avail-able for? (Select THREE.),True,Fortran,JavaScript,JSON,Java,PHP,,"B,D,E",1,Cloud Technology and Services
8233,Which of the following software development kits (SDKs) enable developers to write mobile applications that run on both Apple and Android devices? (Select TWO.),True,AWS Mobile SDK for Unity,AWS Mobile SDK for .NET and Xamarin,AWS SDK for Go,AWS Mobile SDK for iOS,,,"A,B",1,Cloud Technology and Services
8234,Which of the following programming languages are AWS Internet of Things (IoT) device software development kits available for? (Select TWO.),True,JavaScript,C++,Swift,Ruby,,,"A,B",1,Cloud Technology and Services
8235,What’s the difference between the AWS Command Line Interface (CLI) and the AWS soft-ware development kits (SDK)? (Select TWO.),True,The AWS SDKs allow you to use popular programming languages to write applications that interact with AWS services.,The AWS CLI allows you to interact with AWS services from a terminal.,The AWS SDKs allow you to interact with AWS services from a terminal.,The AWS CLI allows you to use popular programming languages to write applications that interact with AWS services.,,,"B,D",1,Cloud Technology and Services
8236,Which of the following CloudWatch features store performance data from AWS services?,False,Logs,Metrics,Events,Metric filters,Alarms,,B,1,Cloud Technology and Services
8237,For which of the following scenarios can you create a CloudWatch alarm to send a notification?,False,A metric that doesn’t change for 24 hours,Termination of an EC2 instance,The presence of a specific IP address in a web server log,A metric that exceeds a given threshold,,,D,1,Cloud Technology and Services
8238,Which of the following Simple Notification Service (SNS) protocols can you use to send a notification? (Select TWO.),True,Short Message Service (SMS) text message,CloudWatch Events,Simple Queue Service (SQS),Mobile pull notification,,,"A,C",1,Cloud Technology and Services
8239,Which of the following are true regarding CloudWatch Events? (Select TWO.),True,It can reboot an EC2 instance when an error appears in a log file.,It can send an SNS notification when an EC2 instance’s CPU utilization exceeds 90%.,It can send an SNS notification when an IAM user logs in to the AWS Management Console.,It can shut down an EC2 instance at a specific time.,,,"B,D",1,Security and Compliance
8240,Which of the following trigger an API action? (Select TWO.),True,Configuring the AWS Command Line Interface (CLI),Viewing an S3 bucket from the AWS Management Console,Logging into the AWS Management Console,Listing IAM users from the AWS Command Line Interface (CLI),,,"B,D",1,Security and Compliance
8241,What’s the most cost-effective way to view and search only the last 60 days of management API events on your AWS account?,False,Use CloudTrail event history.,Create a trail.,Stream CloudTrail logs to CloudWatch.,Use CloudWatch Events.,,,A,1,Security and Compliance
8242,You want to log every object downloaded from an S3 bucket in a specific region. You want to retain these logs indefinitely and search them easily. What’s the most cost-effective way to do this? (Select TWO.),True,Stream CloudTrail logs to CloudWatch Logs.,Use CloudTrail event history.,Enable CloudTrail logging of global service events.,Create a trail to log S3 data events.,,,"A,D",1,Security and Compliance
8243,What is a benefit of using CloudTrail log file integrity validation?,False,It lets you assert that no CloudTrail log files have been deleted from CloudWatch.,It lets you assert that no CloudTrail log files have been deleted from S3.,It prevents unauthorized users from deleting CloudTrail log files.,It tells you how a CloudTrail log file has been tampered with.,,,D,1,Security and Compliance
8244,Which of the following Cost Explorer report types can show you the monthly costs for your reserved EC2 instances?,False,Reserved instance recommendations,Reserved Instances (RI) Coverage reports,Reserved Instances (RI) Utilization reports,Costs and usage reports,,,C,1,"Billing, Pricing, and Support"
8245,Which of the following services allow you to purchase reserved instances to save money?,False,Amazon Relational Database Service (RDS),Lambda,S3,AWS Fargate,,,A,1,Cloud Technology and Services
8246,Which Cost Explorer report shows the amount of money you’ve saved using reserved instances?,False,Daily costs,Reservation Utilization,Reservation Coverage,Monthly EC2 running hours costs and usage,,,C,1,"Billing, Pricing, and Support"
8247,You’ve been running several Elasticsearch instances continuously for the past three months. You check the reserved instance recommendations in Cost Explorer but see no recommen-dations. What could be a reason for this?,False,The recommendation parameters are based on the past seven days.,You haven’t selected the Elastic Compute Cloud (EC2) service.,Cost Explorer doesn’t make reservation recommendations for Elasticsearch.,Your instances are already covered by reservations.,You haven’t selected the ElastiCache service.,,C,1,"Billing, Pricing, and Support"
8248,What is the function of an EC2 AMI?,False,To define the hardware profile used by an EC2 instance,To serve as an instance storage volume for high-volume data processing operations,To serve as a source image from which an instance’s primary storage volume is built,To define the way data streams are managed by EC2 instances,,,C,1,Cloud Technology and Services
8249,Where can you find a wide range of verified AMIs from both AWS and third-party vendors?,False,AWS Marketplace,Quick Start,Community AMIs,My AMIs,,,A,1,"Billing, Pricing, and Support"
8250,Which of the following could be included in an EC2 AMI? (Select TWO.),True,A networking configuration,A software application stack,An operating system,An instance type definition,,,"B,C",1,Cloud Technology and Services
8251,Which of the following are EC2 instance type families? (Select TWO.),True,c5d.18xlarge,Compute optimized,t2.micro,Accelerated computing,,,"B,D",1,Cloud Technology and Services
8252,"When describing EC2 instance types, what is the role played by the vCPU metric?",False,vCPUs represent an instance’s potential resilience against external network demands.,vCPUs represent an instance type’s system memory compared to the class of memory modules on a physical machine.,vCPUs represent an AMI’s processing power compared to the number of processors on a physical machine.,vCPUs represent an instance type’s compute power compared to the number of processors on a physical machine.,,,D,1,Security and Compliance
8253,Which of the following describes an EC2 dedicated instance?,False,An EC2 instance running on a physical host reserved for the exclusive use of a single AWS account,An EC2 instance running on a physical host reserved for and controlled by a single AWS account,An EC2 AMI that can be launched only on an instance within a single AWS account,An EC2 instance optimized for a particular compute role,,,A,1,Cloud Technology and Services
8254,Which of the following describes an EBS volume?,False,A software stack archive packaged to make it easy to copy and deploy to an EC2 instance,A virtualized partition of a physical storage drive that’s directly connected to the EC2 instance it’s associated with,A virtualized partition of a physical storage drive that’s not directly connected to the EC2 instance it’s associated with,A storage volume that’s encrypted for greater security,,,C,1,Security and Compliance
8255,Why might you want to use an instance store volume with your EC2 instance rather than a volume from the more common EBS service? (Select TWO.),True,Instance store volumes can be encrypted.,"Instance store volumes, data will survive an instance shutdown.",Instance store volumes provide faster data read/write performance.,Instance store volumes are connected directly to your EC2 instance.,,,"C,D",1,Security and Compliance
8256,Your web application experiences periodic spikes in demand that require the provisioning of extra instances. Which of the following pricing models would make the most sense for those extra instances?,False,Spot,On-demand,Reserved,Dedicated,,,B,1,Cloud Technology and Services
8257,Your web application experiences periodic spikes in demand that require the provisioning of extra instances. Which of the following pricing models would make the most sense for the “base” instances that will run constantly?,False,Spot,On-demand,Spot fleet,Reserved,,,D,1,Cloud Technology and Services
8258,Which of the following best describes what happens when you purchase an EC2 reserved instance?,False,Charges for any instances you run matching the reserved instance type will be covered by the reservation.,Capacity matching the reserved definition will be guaranteed to be available whenever you request it.,Your account will immediately and automatically be billed for the full reservation amount.,An EC2 instance matching your reservation will automatically be launched in the selected AWS Region.,,,A,1,Cloud Technology and Services
8259,Which of the following use cases are good candidates for spot instances? (Select TWO.),True,Big data processing workloads,Ecommerce websites,Continuous integration development environments,"Long-term, highly available, content-rich websites",,,"A,C",1,Cloud Technology and Services
8260,Which AWS services simplify the process of bringing web applications to deployment? (Select TWO.),True,Elastic Block Store,Elastic Compute Cloud,Elastic Beanstalk,Lightsail,,,"C,D",1,Cloud Technology and Services
8261,Which of the following services bills at a flat rate regardless of how it’s consumed?,False,Lightsail,Elastic Beanstalk,Elastic Compute Cloud,Relational Database Service,,,A,1,Cloud Technology and Services
8262,Which of these stacks are available from Lightsail blueprints? (Select TWO.),True,Ubuntu,Gitlab,WordPress,LAMP,,,"C,D",1,Cloud Technology and Services
8263,Which of these AWS services use primarily EC2 resources under the hood? (Select TWO.),True,Elastic Block Store,Lightsail,Elastic Beanstalk,Relational Database Service,,,"B,C",1,Cloud Technology and Services
8264,Which of the following AWS services are designed to let you deploy Docker containers? (Select TWO.),True,Elastic Container Service,Lightsail,Elastic Beanstalk,Elastic Compute Cloud,,,"A,C",1,Cloud Technology and Services
8265,Which of the following use container technologies? (Select TWO.),True,Docker,Kubernetes,Lambda,Lightsail,,,"A,B",1,Cloud Technology and Services
8266,What role can the Python programming language play in AWS Lambda?,False,Python cannot be used for Lambda.,It is the primary language for API calls to administrate Lambda remotely.,It is used as the underlying code driving the service.,It can be set as the runtime environment for a function.,,,D,1,Cloud Technology and Services
8267,What is the maximum time a Lambda function may run before timing out?,False,15 minutes,5 minutes,1 minute,1 hour,,,A,1,Cloud Technology and Services
8268,"When trying to create an S3 bucket named documents, AWS informs you that the bucket name is already in use. What should you do in order to create a bucket?",False,Use a different region.,Use a globally unique bucket name.,Use a different storage class.,Use a longer name.,Use a shorter name.,,B,1,Cloud Technology and Services
8269,Which S3 storage classes are most cost-effective for infrequently accessed data that can’t be easily replaced? (Select TWO.),True,STANDARD_IA,ONEZONE_IA,GLACIER,STANDARD,INTELLIGENT_TIERING,,"A,C",1,Cloud Technology and Services
8270,What are the major differences between Simple Storage Service (S3) and Elastic Block Store (EBS)? (Select TWO.),True,EBS stores volumes.,EBS stores snapshots.,S3 stores volumes.,S3 stores objects.,EBS stores objects.,,"A,D",1,Cloud Technology and Services
8271,Which tasks can S3 object life cycle configurations perform automatically? (Select THREE.),True,Deleting old object versions,Moving objects to Glacier,Deleting old buckets,Deleting old objects,Moving objects to an EBS volume,,"A,B,D",1,Cloud Technology and Services
8272,What methods can be used to grant anonymous access to an object in S3? (Select TWO.),True,Bucket policies,Access control lists,User policies,Security groups,,,"A,B",1,Security and Compliance
8273,"Your budget-conscious organization has a 5 TB database file it needs to retain off-site for at least 5 years. In the event the organization needs to access the database, it must be accessible within 8 hours. Which cloud storage option should you recommend, and why? (Select TWO.)",True,S3 has the most durable storage.,S3.,S3 Glacier.,Glacier is the most cost effective.,S3 has the fastest retrieval times.,,"C,D",1,Cloud Technology and Services
8274,Which of the following actions can you perform from the S3 Glacier service console?,False,Delete an archive,Create a vault,Create an archive,Delete a bucket,Retrieve an archive,,B,1,Cloud Technology and Services
8275,Which Glacier retrieval option generally takes 3 to 5 hours to complete?,False,Provisioned,Expedited,Bulk,Standard,,,D,1,Cloud Technology and Services
8276,What’s the minimum size for a Glacier archive?,False,1 byte,40 TB,5 TB,0 bytes,,,A,1,Cloud Technology and Services
8277,Which types of AWS Storage Gateway let you connect your servers to block storage using the iSCSI protocol? (Select TWO.),True,Cached gateway,Tape gateway,File gateway,Volume gateway,,,"A,D",1,Cloud Technology and Services
8278,Where does AWS Storage Gateway primarily store data?,False,Glacier vaults,S3 buckets,EBS volumes,EBS snapshots,,,B,1,Cloud Technology and Services
8279,You need an easy way to transfer files from a server in your data center to S3 without having to install any third-party software. Which of the following services and storage protocols could you use? (Select FOUR.),True,AWS Storage Gateway—file gateway,iSCSI,AWS Snowball,SMB,AWS Storage Gateway—volume gateway,The AWS CLI,"A,D,E,F",1,Cloud Technology and Services
8280,Which of the following are true regarding the AWS Storage Gateway—volume gateway configuration? (Select THREE.),True,Stored volumes asynchronously back up data to S3 as EBS snapshots.,Stored volumes can be up to 32 TB in size.,Cached volumes locally store only a frequently used subset of data.,Cached volumes asynchronously back up data to S3 as EBS snapshots.,Cached volumes can be up to 32 TB in size.,,"A,C,E",1,Cloud Technology and Services
8281,What’s the most data you can store on a single Snowball device?,False,42 TB,50 TB,72 TB,80 TB,,,B,1,Cloud Technology and Services
8282,Which of the following are security features of AWS Snowball? (Select TWO.),True,It enforces encryption at rest.,It uses a Trusted Platform Module (TPM) chip.,It enforces NFS encryption.,It has tamper-resistant network ports.,,,"A,B",1,Security and Compliance
8283,Which of the following might AWS do after receiving a damaged Snowball device from a customer?,False,Copy the customer’s data to Glacier,Replace the Trusted Platform Module (TPM) chip,Securely erase the customer’s data from the device,Copy the customer’s data to S3,,,C,1,Cloud Technology and Services
8284,Which of the following can you use to transfer data to AWS Snowball from a Windows machine without writing any code?,False,NFS,The Snowball Client,iSCSI,SMB,The S3 SDK Adapter for Snowball,,D,1,Cloud Technology and Services
8285,How do the AWS Snowball and Snowball Edge devices differ? (Select TWO.),True,Snowball Edge supports copying files using NFS.,Snowball devices can be clustered together for storage.,Snowball’s QSFP+ network interface supports speeds up to 40 Gbps.,Snowball Edge can run EC2 instances.,,,"C,D",1,Cloud Technology and Services
8286,Which of the following Snowball Edge device options is the best for running machine learning applications?,False,Compute Optimized,Compute Optimized with GPU,Storage Optimized,Network Optimized,,,B,1,Cloud Technology and Services
8287,Which of the following hardware devices offers a network interface speed that supports up to 100 Gbps?,False,Snowball Edge with the Storage Optimized configuration,Snowball Edge with the Compute Optimized configuration,Storage Gateway,80 TB Snowball,,,B,1,Cloud Technology and Services
8288,Which type of database stores data in columns and rows?,False,Nonrelational,Relational,Key-value store,Document,,,B,1,Cloud Technology and Services
8289,Which of the following Structured Query Language (SQL) statements can you use to write data to a relational database table?,False,CREATE,INSERT,QUERY,WRITE,,,B,1,Cloud Technology and Services
8290,Which of the following statements is true regarding nonrelational databases?,False,You can create only one table.,No primary key is required.,You can’t store data with a fixed structure.,You don’t have to define all the types of data that a table can store before adding data to it.,,,D,1,Cloud Technology and Services
8291,What is a no-SQL database?,False,A nonrelational database without primary keys,A schemaless relational database,A schemaless nonrelational database,A relational database with primary keys,,,C,1,Cloud Technology and Services
8292,What do new Relational Database Service (RDS) instances use for database storage?,False,Instance volumes,Elastic Block Store (EBS) volumes,Snapshots,Magnetic storage,,,B,1,Cloud Technology and Services
8293,Which of the following are database engine options for Amazon Relational Database Service (RDS)? (Select TWO.),True,IBM dBase,PostgreSQL,DynamoDB,Amazon Aurora,Redis,,"B,D",1,Cloud Technology and Services
8294,What two databases is Amazon Aurora compatible with? (Select TWO.),True,MySQL,PostgreSQL,MariaDB,Oracle,Microsoft SQL Server,,"A,B",1,Cloud Technology and Services
8295,Which of the following features of Relational Database Service (RDS) can prevent data loss in the event of an Availability Zone failure? (Select TWO.),True,Read replicas,Multi-AZ,Snapshots,IOPS,Vertical scaling,,"B,C",1,Cloud Technology and Services
8296,Which RDS database engine offers automatically expanding database storage up to 64 TB?,False,Microsoft SQL Server,Amazon Aurora,Oracle,Amazon Athena,,,B,1,Cloud Technology and Services
8297,Which of the following Relational Database Service (RDS) features can help you achieve a monthly availability of 99.95 percent?,False,Multi-AZ,Read replicas,Point-in-time recovery,Horizontal scaling,,,A,1,Cloud Technology and Services
8298,What is true regarding a DynamoDB partition? (Select TWO.),True,It’s stored within a table.,It’s backed by solid-state drives.,It’s a way to uniquely identify an item in a table.,It’s replicated across multiple Availability Zones.,,,"A,B",1,Cloud Technology and Services
8299,What is the minimum monthly availability for DynamoDB in a single region?,False,99.99 percent,99.95 percent,99.9 percent,99.0 percent,,,C,1,Cloud Technology and Services
